run_id,experiment_name,provider,llm_model,strategy,ontology_format,include_descriptions,precision,recall,f1,tp,fp,fn,entities_matched,entities_unmatched_gold,entities_unmatched_generated,error
20260813_081655_55615e47,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,compact,False,0.4,0.07434944237918216,0.12539184952978055,20,30,249,10,47,0,
20260813_081655_7eb9c56b,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,compact,True,0.55,0.08178438661710037,0.1423948220064725,22,18,247,10,47,0,
20260813_081655_75f161e2,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,json_ld,False,0.55,0.08178438661710037,0.1423948220064725,22,18,247,10,47,0,
20260813_081655_e4aa0a0f,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,json_ld,True,0.526984126984127,0.6217228464419475,0.5704467353951889,166,149,101,37,20,0,
20260813_081655_b2c53448,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,turtle,True,0.0,0.0,0.0,0,73,269,0,57,73,
20260813_081655_336fd4a3,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,class_list,False,0.4943820224719101,0.3295880149812734,0.3955056179775281,88,90,179,26,31,11,
20260813_081655_3368a469,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,class_list,True,0.5245901639344263,0.4794007490636704,0.5009784735812134,128,116,139,47,10,0,
20260813_081655_fe4e364e,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,compact,False,0.6174863387978142,0.4232209737827715,0.5022222222222222,113,70,154,36,21,17,
20260813_081655_5566cb8d,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,compact,True,0.6292517006802721,0.7061068702290076,0.6654676258992807,185,109,77,55,2,15,
20260813_081655_a3876b1f,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,json_ld,False,0.5568181818181818,0.36704119850187267,0.4424379232505643,98,78,169,26,31,11,
20260813_081655_03713f28,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,json_ld,True,0.4426229508196721,0.20074349442379183,0.2762148337595908,54,68,215,18,39,11,
20260813_081655_eaba6e9a,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,turtle,False,0.6262975778546713,0.6779026217228464,0.6510791366906474,181,108,86,47,10,4,
20260813_081655_1a6cd4cf,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,turtle,True,0.5096952908587258,0.6943396226415094,0.5878594249201279,184,177,81,54,3,4,
20260813_081655_28b07ff8,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,zero_shot,class_list,False,0.8,0.14869888475836432,0.2507836990595611,40,10,229,10,47,0,
20260813_081655_2abc0c41,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,zero_shot,class_list,True,0.417910447761194,0.20817843866171004,0.2779156327543424,56,78,213,18,39,11,
20260813_081655_5ea94d30,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,zero_shot,compact,False,0.5333333333333333,0.299625468164794,0.38369304556354916,80,70,187,25,32,16,
20260813_081655_ad2b2641,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,zero_shot,compact,True,0.46946564885496184,0.46946564885496184,0.46946564885496184,123,139,139,44,13,26,
20260813_081655_eb9b61d5,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,zero_shot,json_ld,False,0.5644699140401146,0.7378277153558053,0.6396103896103896,197,152,70,47,10,4,
20260813_081655_f39f2b8d,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,zero_shot,json_ld,True,0.33663366336633666,0.12639405204460966,0.18378378378378377,34,67,235,10,47,0,
20260813_081655_de74fc11,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,zero_shot,turtle,False,0.44,0.08178438661710037,0.13793103448275862,22,28,247,10,47,0,
20260813_081655_3b654ffb,2026-08-13-1017-acled-experiment,openrouter,deepseek/deepseek-v4-flash,zero_shot,turtle,True,0.6050955414012739,0.7169811320754716,0.6563039723661485,190,124,75,54,3,15,
20260813_081655_6df5cca6,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,chain_of_thought,class_list,False,0.40707964601769914,0.17100371747211895,0.24083769633507848,46,67,223,18,39,11,
20260813_081655_b8ced150,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,chain_of_thought,class_list,True,0.0,0.0,0.0,0,60,269,0,57,20,
20260813_081655_00dd6245,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,chain_of_thought,compact,False,0.16326530612244897,0.05947955390334572,0.08719346049046321,16,82,253,8,49,19,
20260813_081655_53a7a504,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,chain_of_thought,compact,True,0.5111111111111111,0.17100371747211895,0.2562674094707521,46,44,223,18,39,9,
20260813_081655_997dc763,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,chain_of_thought,json_ld,False,0.782608695652174,0.13382899628252787,0.22857142857142854,36,10,233,18,39,0,
20260813_081655_89438648,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,chain_of_thought,json_ld,True,0.0,0.0,0.0,0,29,269,0,57,19,
20260813_081655_433102eb,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,chain_of_thought,turtle,False,0.4444444444444444,0.05947955390334572,0.10491803278688525,16,20,253,8,49,10,
20260813_081655_64162864,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,chain_of_thought,turtle,True,0.782608695652174,0.13382899628252787,0.22857142857142854,36,10,233,18,39,0,
20260813_081655_f663547e,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,few_shot,class_list,False,0.4946236559139785,0.17100371747211895,0.2541436464088398,46,47,223,18,39,11,
20260813_081655_6b1b6499,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,few_shot,class_list,True,0.43373493975903615,0.13382899628252787,0.2045454545454545,36,47,233,18,39,11,
20260813_081655_1ed1b8a1,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,few_shot,compact,False,0.4946236559139785,0.17100371747211895,0.2541436464088398,46,47,223,18,39,11,
20260813_081655_116ff415,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,few_shot,compact,True,0.3829787234042553,0.13382899628252787,0.1983471074380165,36,58,233,18,39,9,
20260813_081655_61ba4e41,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,few_shot,json_ld,False,0.3508771929824561,0.07434944237918216,0.12269938650306748,20,37,249,10,47,11,
20260813_081655_fca08be9,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,few_shot,json_ld,True,0.4946236559139785,0.17100371747211895,0.2541436464088398,46,47,223,18,39,11,
20260813_081655_09cd26b0,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,few_shot,turtle,False,0.4946236559139785,0.17100371747211895,0.2541436464088398,46,47,223,18,39,11,
20260813_081655_d8cdaf38,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,few_shot,turtle,True,0.4946236559139785,0.17100371747211895,0.2541436464088398,46,47,223,18,39,11,
20260813_081655_c215752e,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,zero_shot,class_list,False,0.4946236559139785,0.17100371747211895,0.2541436464088398,46,47,223,18,39,11,
20260813_081655_efceca45,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,zero_shot,class_list,True,0.17204301075268819,0.05947955390334572,0.08839779005524862,16,77,253,8,49,21,
20260813_081655_d6c14abe,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,zero_shot,compact,False,0.6666666666666666,0.07434944237918216,0.13377926421404684,20,10,249,10,47,0,
20260813_081655_d0da6e2e,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,zero_shot,compact,True,0.6666666666666666,0.07434944237918216,0.13377926421404684,20,10,249,10,47,0,
20260813_081655_d5f35cd2,2026-08-13-1017-acled-experiment,openrouter,meta-llama/llama-3.3-70b-instruct,zero_shot,json_ld,False,0.17777777777777778,0.05947955390334572,0.08913649025069638,16,74,253,8,49,19,
